,dependency,repo,dependencyType,monthsFromAbandonmentToRemoval,depAbandonedAt,abandonmentTypeBinary,statusEver,repoAgeAtAbandonment,totalNumDependencies,numNormalDeps,numDevDeps,totalDependencyChurn,repoSize,numCommits,numMaintainers,numCorporateCommits,useDepManagementTools,hasCoC,hasContributing,hasLicense,hasIssueTemplate,hasPRTemplate,hasREADME,numREADMEHeaders,avgTechnicalLagDays,medianTechnicalLagDays,hasTechnicalLag,numIssuesOpened,numIssuesClosed,latestCommit,numStarsCurrent
782,tachyons-sass,0m15/mysite,dependency,NA,12/1/18,activity-based,0,4,34,29,5,95,11644,63,1,0,0,0,0,1,0,0,1,3,0.696969697,0,1,0,0,1/1/20,0
141,@types/node,0xColm/portfolio,dependency,NA,1/1/17,activity-based,0,9,12,12,0,12,42512,3,1,0,0,0,0,0,0,0,1,7,-2,-2,-2,0,0,7/1/22,0
898,uglifyjs-webpack-plugin,1149308443/react,devDependency,0,12/1/19,explicit-notice,1,5,48,12,36,82,196,11,2,0,0,0,0,0,0,0,1,3,15.17021277,0,1,0,0,7/1/21,0
192,shortid,174n/OpenTabletop,dependency,NA,7/1/20,explicit-notice,0,34,31,12,19,0,1636,0,0,0,0,0,0,0,0,0,1,8,433.2666667,227.5,1,0,0,10/1/21,11
287,sw-toolbox,2015lym/tool,dependency,NA,4/1/19,explicit-notice,0,17,30,27,3,1,2520,2,1,0,0,0,0,1,0,0,1,3,403.0344828,503,1,0,0,5/1/19,0
40,gulp-htmlclean,23Pstars/zaf-web,dependency,NA,12/1/18,activity-based,0,19,9,9,0,1,420,6,1,0,0,0,0,0,0,0,0,-1,398.7142857,206,1,0,0,9/1/21,0
558,react-navigation-drawer,2segundo/projetoexpo1,dependency,11,2/1/20,explicit-notice,1,2,13,12,1,13,544,8,1,0,0,0,0,0,0,0,0,-1,94.63636364,49,1,0,0,4/1/22,0
619,request,45gfg9/spx,dependency,NA,2/1/20,explicit-notice,0,13,20,9,11,55,672,187,1,0,1,0,0,1,0,0,1,3,4.368421053,0,1,0,0,11/1/21,0
502,vue-resource,51ljgj-com/house_quick_repair,dependency,NA,1/1/19,activity-based,0,6,65,7,58,65,5888,66,2,0,0,0,0,0,0,0,1,8,125.2222222,29,1,0,0,7/1/19,2
72,react-key-handler,5l1v3r1/pwl,dependency,4,11/1/18,activity-based,1,2,42,26,16,134,1912,155,2,0,1,0,1,1,0,0,1,4,0,0,0,0,0,7/1/20,0
446,isomorphic-fetch,8base/graphql-ide,dependency,NA,12/1/17,activity-based,0,13,52,30,22,152,3892,43,1,0,0,0,1,1,0,0,1,7,85.2745098,0,1,0,0,9/1/18,2
915,circular-json,a0r1an/rarostudios,dependency,NA,10/1/19,explicit-notice,0,4,41,30,11,56,1364,31,2,0,0,0,0,0,0,0,0,-1,5.128205128,0,1,0,0,1/1/20,0
774,svg-captcha,a563905150/albumStore,dependency,NA,6/1/18,activity-based,0,2,52,17,35,52,6496,30,1,0,0,0,0,0,0,0,1,6,34.92156863,0,1,0,0,3/1/20,1
808,react-apollo-hooks,aacc1110/as-front,dependency,NA,8/1/19,explicit-notice,0,2,114,75,39,129,1340,25,1,0,0,0,0,0,0,0,1,6,52.8627451,0,1,0,0,10/1/19,0
907,json-loader,aarkerio/schnellentest,dependency,20,8/1/18,explicit-notice,1,24,84,49,35,0,17732,62,1,0,1,0,0,0,0,0,1,1,346.3,275,1,0,0,6/1/20,7
462,mobx-react-devtools,adamgruber/mochawesome-report-generator,devDependency,NA,5/1/19,explicit-notice,0,34,78,11,67,1,2080,8,2,0,0,0,1,1,0,0,1,13,146.8026316,0,1,14,3,9/1/22,223
543,memory-cache,adamrumbold/me-api,dependency,NA,7/1/17,activity-based,0,26,9,9,0,0,176,1,1,0,0,0,0,0,0,0,1,0,430.125,540,1,0,0,3/1/18,0
67,express-jwt,adrimrutra/Loc8r,dependency,NA,1/1/18,activity-based,0,15,16,16,0,0,2956,0,0,0,0,0,0,0,0,0,0,-1,292.7142857,256,1,0,0,7/1/19,0
65,express-jwt,aenkya/erad-api,dependency,NA,1/1/18,activity-based,0,15,22,21,1,208,592,24,1,0,0,0,0,0,0,0,0,-1,229.3333333,0,1,0,0,7/1/19,1
661,request,afropolymath/webfiles,dependency,33,2/1/20,explicit-notice,1,37,72,10,62,0,368,0,0,0,0,0,0,0,0,0,1,8,571.7746479,670,1,0,0,11/1/22,0
882,extract-text-webpack-plugin,agodianel/chattingroom,devDependency,NA,5/1/19,explicit-notice,0,32,32,16,16,0,160,0,0,0,0,0,0,0,0,0,1,5,423,480,1,0,0,12/1/20,0
625,request,Agur112/nordpool,dependency,NA,2/1/20,explicit-notice,0,31,6,6,0,0,36,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,10/1/22,0
341,hide-powered-by,ahmadherdiansyah/iot-sever,dependency,NA,6/1/20,explicit-notice,0,21,19,19,0,8,9488,3,2,0,1,0,0,1,0,0,1,3,230.5,0,1,0,0,8/1/21,1
853,eslint-loader,aidenfly/dd-editor,dependency,0,9/1/20,explicit-notice,1,2,62,47,13,65,740,18,2,0,0,0,0,0,0,0,1,1,162.4237288,145,1,0,0,8/1/21,15
430,google-id-token-verifier,aigan/auto-login-pwa,dependency,NA,1/1/17,activity-based,0,6,10,7,3,10,100,28,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5/1/18,1
835,eslint-loader,Airfald/airfald-service-frontend,dependency,NA,9/1/20,explicit-notice,0,6,79,76,3,83,1856,33,1,0,0,0,1,0,0,0,1,11,155.1842105,121,1,0,0,11/1/20,0
506,tslint,ajaymarathe/ng-supine-ui-kit,devDependency,1,1/1/20,explicit-notice,1,2,38,17,19,38,10100,20,1,0,0,0,0,1,0,0,1,1,324.3888889,399,1,0,0,2/1/20,2
569,react-navigation-stack,ajordan226/AntGroveApp,dependency,NA,2/1/20,explicit-notice,0,1,23,15,8,23,1096,2,1,0,0,0,0,0,0,0,1,1,44.95,0,1,0,0,3/1/20,0
799,co,akashacms/mahabhuta,dependency,19,1/1/17,activity-based,1,23,4,4,0,2,492,35,1,0,0,0,0,1,0,0,1,3,0,0,0,1,0,7/1/22,0
237,ethereumjs-util,AKASHAorg/jsonschema-web3,dependency,NA,2/1/20,explicit-notice,0,20,18,4,14,20,316,4,1,0,0,0,0,1,0,0,1,1,255.0588235,279,1,0,0,4/1/20,2
467,postcss-cssnext,alakajam-team/alakajam,dependency,13,5/1/18,explicit-notice,1,16,53,48,5,79,5072,1000,3,0,0,0,0,1,0,0,1,7,75.52941176,0,1,52,37,11/1/22,28
222,gatsby-plugin-prefetch-google-fonts,albatrocity/shelby-keierleber,dependency,0,11/1/20,explicit-notice,1,1,31,19,12,31,1020,4,1,0,0,0,0,1,0,0,1,14,26.83333333,0,1,0,0,1/1/23,0
461,mobx-react-devtools,alexdevero/react-mobx-react-router-boilerplate,dependency,NA,5/1/19,explicit-notice,0,22,41,12,29,92,1248,34,1,0,1,1,0,1,0,0,1,13,20.7,0,1,5,0,1/1/23,51
56,atom-space-pen-views,alexisaperez/git-controlhub,dependency,NA,1/1/17,activity-based,0,10,3,3,0,225,13320,14,2,0,0,0,1,1,0,0,1,4,458.5,458.5,1,2,1,7/1/17,1
377,core-decorators,alfa-laboratory/arui-demo,dependency,1,12/1/19,explicit-notice,1,20,24,8,13,91,1352,41,2,0,0,0,0,1,0,0,1,1,328.7826087,302,1,0,0,12/1/20,4
247,react-native,alinz/react-native-webview-bridge,dependency,11,1/1/17,activity-based,1,19,4,4,0,3,1032,96,6,0,0,0,0,1,0,0,1,16,181.5,181.5,1,80,26,1/1/20,1363
343,gulp-server-livereload,allan-simon/sentence-aligner-front,dependency,NA,9/1/17,activity-based,0,1,55,55,0,55,444,11,1,0,0,0,0,1,0,0,1,2,50.7962963,0,1,0,0,12/1/17,0
43,cordova-plugin-compat,AlliedPayment/sample-sso-cordova,dependency,NA,4/1/19,explicit-notice,0,30,4,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,271,350,1,0,0,10/1/19,1
159,@discordjs/uws,allpaqa-jgk/twitch_text_to_speech_bot,dependency,NA,8/1/19,explicit-notice,0,1,24,13,11,39,304,84,1,0,0,0,0,1,0,0,1,22,26.34782609,0,1,0,0,12/1/21,6
89,next-redux-saga,almond-bongbong/azeet_client,dependency,NA,9/1/20,explicit-notice,0,15,44,27,17,0,2232,3,1,0,0,0,0,0,0,0,1,17,139.5263158,0,1,0,0,12/1/23,0
371,whacko,alxlu/noin,dependency,NA,5/1/16,explicit-notice,0,15,8,4,4,4,76,7,1,0,0,0,0,0,0,0,1,4,65.42857143,0,1,0,0,6/1/16,10
691,request,ambulancexm/projetIOT,dependency,NA,2/1/20,explicit-notice,0,7,15,12,3,208,4640,23,2,0,0,0,0,0,0,0,0,-1,15.64285714,0,1,0,0,9/1/20,0
777,stylelint-rule-tester,amcintyre-cs/stylelint-selector-qualifying-element,devDependency,NA,4/1/16,explicit-notice,0,1,4,2,2,4,40,13,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,6/1/16,0
428,babel-plugin-transform-decorators-legacy,amenzai/react-app,dependency,NA,9/1/18,activity-based,0,6,51,51,0,51,396,6,2,0,0,0,0,0,0,0,1,0,204.98,276.5,1,0,0,1/1/19,0
272,babel-plugin-react-transform,Andreamsofcake/react-store-gui,dependency,NA,4/1/16,explicit-notice,0,1,25,25,0,25,26640,132,2,0,0,0,1,1,0,0,1,3,1.857142857,0,1,0,0,5/1/18,0
747,rollup-plugin-node-resolve,andrelmlins/svelte-fullscreen,devDependency,NA,12/1/19,explicit-notice,0,1,10,2,8,18,144,19,1,0,0,0,0,1,0,0,1,8,0,0,1,0,0,7/1/22,61
30,angular-google-maps,andrew-d-taylor/drone,dependency,NA,11/1/18,explicit-notice,0,37,13,13,0,0,1456,0,0,0,0,0,0,0,0,0,1,1,181.25,0,1,0,0,4/1/19,0
357,jest-environment-jsdom-fourteen,andrewc2020/students_frontend,dependency,NA,11/1/20,explicit-notice,0,12,61,61,0,64,916,24,1,0,1,0,0,0,0,0,1,12,358.5,393.5,1,0,0,1/1/22,0
939,ng2-validation,andrey0902/project_firebase,dependency,NA,9/1/17,explicit-notice,0,1,110,30,80,114,2168,18,2,0,0,0,1,1,1,1,0,-1,40.2815534,0,1,0,0,10/1/17,1
66,express-jwt,AndriusKv/vocem,dependency,NA,1/1/18,activity-based,0,31,70,18,52,0,164368,0,0,0,0,0,0,0,0,0,0,-1,777.1911765,809,1,0,0,8/1/20,0
445,isomorphic-fetch,andy-shea/ftchr,dependency,NA,12/1/17,activity-based,0,14,14,3,11,4,148,10,2,0,0,0,0,1,0,0,1,7,48.61538462,0,1,0,0,9/1/18,1
69,express-jwt,Angael/Maturalnie,dependency,NA,1/1/18,activity-based,0,1,8,8,0,10,1004,6,2,0,0,0,0,1,0,0,1,1,12.16666667,0,1,0,0,5/1/18,0
513,tslint,angusy29/fudgewars,dependency,NA,1/1/20,explicit-notice,0,28,31,29,2,0,8680,0,0,0,0,0,0,0,0,0,1,1,487.2068966,524,1,0,0,7/1/21,0
945,@zeit/next-css,ansonchaan/NextJS-Starter,dependency,NA,12/1/20,explicit-notice,0,6,12,12,0,12,624,16,2,0,0,0,0,0,0,0,1,4,71.90909091,0,1,0,0,4/1/21,0
936,gregorian-calendar-format,ant-design/012x.ant.design,dependency,NA,1/1/17,activity-based,0,8,90,38,52,90,12216,1,1,0,0,0,0,1,0,0,0,-1,123.8470588,66,1,0,0,8/1/19,3
572,react-navigation-stack,antarachain/RN_Diary_App,dependency,NA,2/1/20,explicit-notice,0,4,14,13,1,14,892,5,1,0,0,0,0,0,0,0,0,-1,106.5,82.5,1,0,0,6/1/20,0
529,electron-compile,anthonymetzler/image-size-and-sync,dependency,NA,4/1/19,explicit-notice,0,3,14,4,10,14,476,8,2,0,0,0,0,0,0,0,1,0,130.1538462,0,1,0,0,12/1/19,0
872,extract-text-webpack-plugin,antoinejaussoin/cv,dependency,18,5/1/19,explicit-notice,1,36,64,55,9,0,5152,16,2,0,0,0,0,0,0,0,1,1,803.3548387,928.5,1,0,0,12/1/20,0
123,mongoose-auto-increment,anuardaher/messenger-chatbot,dependency,NA,7/1/19,explicit-notice,0,4,9,9,0,15,264,37,1,0,0,0,0,0,0,0,1,1,13.14285714,0,1,0,0,2/1/21,0
265,ress,anyhues/assets,dependency,NA,4/1/17,activity-based,0,9,23,21,2,23,55544,86,1,0,0,0,0,1,0,0,1,1,20.95454545,0,1,0,0,4/1/20,0
88,bless,apostrophecms/apostrophe,dependency,26,1/1/17,activity-based,1,36,48,47,1,480,11360,1079,3,0,0,0,0,1,0,0,1,1,125.3043478,0,1,119,89,12/1/23,4181
369,pkginfo,appcelerator/appc.azure,dependency,3,9/1/17,activity-based,1,34,28,7,21,32,308,21,4,0,0,0,1,1,0,0,1,6,23.16,0,1,0,0,10/1/18,0
383,babel-istanbul,appcelerator/appc.mongo,devDependency,NA,9/1/18,explicit-notice,0,48,27,4,23,17,892,2,2,0,0,0,1,1,0,0,1,7,333.2692308,256.5,1,0,0,10/1/18,3
60,angular-storage,appirio-tech/topcoder-app,dependency,NA,1/1/17,activity-based,0,19,64,35,29,146,13276,947,6,0,0,0,1,0,0,0,1,16,104.3148148,0,1,45,39,4/1/22,34
52,appium-logger,appium/authorize-ios,dependency,3,11/1/16,explicit-notice,1,17,14,9,5,2,68,5,2,0,0,0,0,1,0,0,1,3,141.0769231,2,1,0,0,3/1/19,7
824,progress,appliedblockchain/cobalt,dependency,NA,1/1/19,activity-based,0,12,13,7,4,45,652,121,3,0,0,0,0,0,0,0,1,8,34.72727273,0,1,1,1,6/1/19,9
322,gulp-util,aproy/royster_space,dependency,NA,12/1/17,explicit-notice,0,8,26,26,0,26,4416,14,1,0,0,1,1,1,1,1,1,6,202.72,114,1,0,0,6/1/19,0
559,react-navigation-stack,AquarelaDesign/fdc-mobile,dependency,NA,2/1/20,explicit-notice,0,3,50,49,1,89,2904,83,3,0,0,0,0,1,0,0,1,1,50.4893617,0,1,0,0,6/1/20,0
198,shortid,Arc-rendezvous/exercise-tracker-api-glitch,dependency,NA,7/1/20,explicit-notice,0,22,7,7,0,1,72,2,2,0,1,0,0,0,0,0,1,3,115.5,0,1,0,0,9/1/20,0
841,eslint-loader,Archakov06/react-pizza,dependency,NA,9/1/20,explicit-notice,0,3,67,67,0,69,2460,15,1,0,0,0,0,0,0,0,1,12,152.21875,122,1,0,0,7/1/21,153
830,eslint-loader,archer102125220/react_materia,dependency,NA,9/1/20,explicit-notice,0,6,52,31,21,164,368,29,1,0,0,0,0,0,0,0,1,5,133.9591837,0,1,0,0,10/1/20,0
803,react-toastr,area1707/grace-shopper,dependency,NA,11/1/17,activity-based,0,2,49,32,17,66,2148,298,4,0,0,0,0,0,0,0,1,6,16.91666667,0,1,44,1,1/1/18,3
727,request,arenaeditor/arena-plugin-cli,dependency,NA,2/1/20,explicit-notice,0,7,31,27,4,34,372,66,3,0,1,0,0,0,0,0,1,9,81.82142857,0,1,0,0,9/1/20,1
495,vue-resource,arifakhriwilaga/semakanan-cms,dependency,NA,1/1/19,activity-based,0,7,101,26,75,102,8048,113,3,0,0,0,0,0,0,0,1,8,171.4693878,3,1,0,0,3/1/19,0
629,request,ariran5/FIAS,dependency,2,2/1/20,explicit-notice,1,2,5,5,0,7,60,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4/1/20,0
217,redux-form-material-ui,ArmenPetrosyan/checkout-task,dependency,NA,11/1/18,activity-based,0,7,18,15,3,20,4584,23,1,0,0,0,0,0,0,0,1,7,108.8666667,0,1,0,0,4/1/23,0
351,i18next-node-fs-backend,arnaudm/igo,dependency,14,4/1/20,explicit-notice,1,50,59,59,0,121,884,36,1,0,0,0,0,1,0,0,1,3,19.76785714,0,1,0,0,11/1/23,6
688,request,arroway/amolib,dependency,NA,2/1/20,explicit-notice,0,9,6,6,0,6,112,31,1,0,1,0,0,0,0,0,0,-1,15.4,0,1,0,0,7/1/20,0
418,hopscotch,arrowfoxie/angular-charts,dependency,NA,10/1/19,explicit-notice,0,15,53,34,19,0,1436,0,0,0,0,0,0,0,0,0,1,7,303.1632653,328,1,0,0,4/1/22,0
675,request,artificialsolutions/tie-api-example-nexmo-sms,dependency,NA,2/1/20,explicit-notice,0,4,5,5,0,6,80,21,2,0,0,0,0,1,0,0,1,9,0,0,0,0,0,1/1/23,1
783,async-exit-hook,askdaddy/electron-build-service,dependency,0,5/1/18,activity-based,1,6,16,9,7,89,328,21,1,0,0,0,0,0,0,0,1,6,2.307692308,0,1,0,0,4/1/20,0
257,react-native-gifted-spinner,askwon/lune,dependency,4,7/1/16,explicit-notice,1,5,12,10,2,48,5404,52,1,0,0,0,1,1,1,0,1,1,22.8,18.5,1,0,0,2/1/17,0
98,mongoose-schema-extend,ASQ-USI/ASQ,dependency,NA,1/1/17,activity-based,0,35,108,82,26,189,42568,332,3,0,0,0,0,1,0,0,1,2,207.2289157,0,1,15,1,12/1/18,28
269,spawn-sync,Astanios/TFE,dependency,NA,5/1/18,explicit-notice,0,5,19,19,0,19,516,4,2,0,0,0,0,0,0,0,1,102,58.52941176,0,1,0,0,7/1/18,0
412,jasmine-reporters,atom/atom,dependency,NA,8/1/18,activity-based,0,56,155,155,0,1105,19144,2687,13,3,1,1,1,1,1,1,1,10,242.7377049,0,1,1960,1796,11/1/22,59669
57,season,atom/first-mate,dependency,NA,4/1/18,activity-based,0,51,17,7,10,6,1620,35,4,0,1,0,0,1,0,0,1,14,627.25,459.5,1,4,1,9/1/22,89
59,audio-buffer,audiojs/audio-play,dependency,NA,2/1/18,activity-based,0,17,9,6,3,8,2808,16,2,0,1,0,0,1,0,0,1,4,1.375,0,1,4,2,1/1/21,60
662,request,auth0/passport-auth0-openidconnect,dependency,NA,2/1/20,explicit-notice,0,52,6,4,2,0,424,0,0,0,0,0,0,1,0,0,1,10,421.5,336,1,0,0,10/1/22,5
756,angular2-cookie,AvielNiego/BioQuestions,dependency,NA,4/1/17,explicit-notice,0,3,29,13,16,29,664,14,1,0,0,0,0,0,0,0,1,8,44.84615385,12,1,0,0,5/1/17,0
94,ngrx-store-freeze,awesomehub/app,dependency,34,7/1/18,activity-based,1,20,73,59,14,0,1428,0,0,0,0,0,0,1,0,0,1,8,381.2238806,510,1,0,0,5/1/23,4
635,request,azbykov/Bbot,dependency,NA,2/1/20,explicit-notice,0,68,11,10,1,11,384,12,2,0,0,0,0,0,0,0,1,11,324.2222222,152,1,0,0,6/1/23,0
786,textlint-filter-rule-comments,azu/information-technology,dependency,NA,6/1/17,activity-based,0,1,9,9,0,9,100,2,1,0,0,0,1,1,0,0,1,7,16,0,1,4,0,6/1/18,5
53,gulp-compass,Azzazzelko/promo-maniacs,dependency,NA,1/1/17,activity-based,0,1,4,4,0,4,12376,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4/1/17,0
64,express-jwt,B-Stefan/loopback-jwt,dependency,NA,1/1/18,activity-based,0,24,4,4,0,0,40,22,3,0,0,0,0,1,0,0,1,8,91.33333333,4,1,0,0,7/1/18,2
203,easy-table,bahmutov/console.table,dependency,NA,11/1/18,activity-based,0,56,24,1,23,0,272,1,1,0,0,0,0,0,0,0,1,8,565.8695652,436,1,1,0,2/1/20,139
79,lazy-ass,bahmutov/snap-shot-it,dependency,NA,8/1/18,activity-based,0,12,25,9,16,152,616,146,2,0,1,0,0,0,1,0,1,16,5.260869565,0,1,27,6,8/1/23,156
698,request,Balkoth/livrelibre,dependency,30,2/1/20,explicit-notice,1,25,13,13,0,10,1848,14,2,0,1,0,0,0,0,0,1,4,20.54545455,0,1,0,0,10/1/23,1
201,qrcode-reader,ballantyne/node-paperclip-qrcode,dependency,NA,1/1/18,activity-based,0,2,4,3,1,4,24,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3/1/21,0
645,request,ballet/ballet-bot,dependency,NA,2/1/20,explicit-notice,0,10,14,9,5,25,428,79,2,0,1,1,1,1,0,0,1,6,16.46153846,0,1,4,0,4/1/22,1
397,karma-phantomjs-launcher,baonguyenyam/k-gulp-task,dependency,NA,12/1/17,activity-based,0,17,99,99,0,0,1188,0,0,0,0,0,0,0,0,0,1,15,222.1041667,0,1,0,0,6/1/18,2
458,include-all,Barakuda91/caric_spa,dependency,NA,9/1/17,activity-based,0,3,32,32,0,33,186580,93,2,0,0,0,0,1,1,0,1,1,127.3870968,0,1,0,0,12/1/20,0
561,react-navigation-stack,baticpro/news-explorer,dependency,NA,2/1/20,explicit-notice,0,1,28,13,15,30,12316,41,1,0,0,0,0,0,0,0,1,4,22.61538462,0,1,0,0,3/1/20,1
181,ionic-plugin-keyboard,battika/ionic-gmaps-test,dependency,15,1/1/18,explicit-notice,1,1,29,27,2,32,2284,4,2,0,0,0,0,0,0,0,0,-1,25.11111111,28,1,0,0,4/1/19,3
292,sw-toolbox,bdt105/msi2,dependency,NA,4/1/19,explicit-notice,0,4,51,49,2,65,3996,43,1,0,0,0,0,0,0,0,1,1,156.12,58,1,0,0,9/1/19,0
622,request,bduff9/parse-picks,dependency,9,2/1/20,explicit-notice,1,18,13,4,9,9,1016,1,1,0,1,0,0,0,0,0,1,1,89.72727273,111,1,0,0,11/1/20,0
311,grunt-contrib-less,beast1/beast1.github.io,dependency,NA,10/1/18,activity-based,0,20,17,8,9,0,47188,17,2,0,0,0,0,1,1,0,0,-1,149.9375,0,1,0,0,7/1/21,1
303,istanbul,bem/html-differ,devDependency,NA,4/1/17,explicit-notice,0,36,12,7,5,3,356,6,4,0,1,0,0,1,0,0,1,28,564.5454545,518,1,3,0,1/1/19,204
86,@bem/entity-name,bem/webpack-bem-loader,dependency,NA,6/1/17,explicit-notice,0,9,12,11,1,24,72,36,5,0,0,0,0,1,0,0,1,8,0,0,0,12,7,7/1/20,24
648,request,ben-rogerson/starred-repositories,dependency,NA,2/1/20,explicit-notice,0,21,21,19,2,34,896,17,1,0,0,0,0,1,0,0,1,3,9,0,1,0,0,10/1/20,6
827,bonjour,BenBE/IceBoxWebClient,dependency,NA,3/1/17,activity-based,0,10,4,4,0,4,88192,27,1,0,0,0,1,1,0,0,0,-1,317,468,1,0,0,12/1/18,1
48,cordova-plugin-console,bentoaksystems/quran-client,dependency,NA,9/1/17,explicit-notice,0,4,54,48,6,172,23464,209,4,0,0,0,0,0,0,0,0,-1,51.33962264,0,1,32,3,10/1/17,0
579,react-navigation-tabs,BernaLang/react-native-blank-app,dependency,NA,2/1/20,explicit-notice,0,3,24,15,9,24,14936,2,2,0,1,0,0,1,0,0,1,1,68.95454545,0,1,0,0,3/1/20,0
640,request,bertique/node-yt-to-mp3,dependency,NA,2/1/20,explicit-notice,0,73,6,6,0,7,1824,5,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4/1/20,0
202,typogr,bftjoe/web,dependency,NA,12/1/18,activity-based,0,57,14,3,11,0,3076,0,0,0,0,0,1,1,0,0,1,1,1319.666667,1259,1,0,0,4/1/20,0
826,wysihtml,binhqd/adminlte-reactjs,dependency,NA,5/1/17,activity-based,0,7,85,38,47,162,5948,7,1,0,0,0,0,0,0,0,1,5,22.85,0,1,0,0,3/1/18,1
127,bigi,bitcoinjs/bitcoinjs-message,devDependency,NA,2/1/18,activity-based,0,29,10,5,5,3,48,5,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1/1/21,110
681,request,bitfinexcom/bitfinex-api-node,dependency,39,2/1/20,explicit-notice,1,53,28,17,11,22,548,73,3,0,0,0,1,1,1,1,1,20,215.7407407,0,1,31,14,6/1/23,461
566,react-navigation-stack,bitz0x75/gitDirectory,dependency,NA,2/1/20,explicit-notice,0,5,17,9,8,17,1140,3,2,0,0,0,0,0,0,0,1,4,53.3125,0,1,0,0,4/1/20,0
657,request,blogdomarcio/bug-tracker,dependency,NA,2/1/20,explicit-notice,0,3,7,7,0,7,108,6,1,0,0,0,0,1,0,0,0,-1,48.5,0,1,0,0,11/1/20,0
183,grunt-notify,bloglovin/lintlovin,dependency,NA,1/1/17,activity-based,0,29,15,9,2,0,84,0,0,0,0,0,0,1,0,0,1,5,354.4166667,399,1,0,0,9/1/17,10
868,extract-text-webpack-plugin,bluesven869/sound-redux,dependency,NA,5/1/19,explicit-notice,0,44,39,19,20,0,1652,0,0,0,0,0,0,1,0,0,1,1,136.1621622,0,1,0,0,1/1/20,0
367,react-native-google-analytics-bridge,BlueWallet/BlueWallet,dependency,2,5/1/19,explicit-notice,1,16,77,65,12,613,6856,1031,3,0,0,0,1,1,0,0,1,7,44.92957746,0,1,249,215,11/1/23,2187
360,jest-environment-jsdom-fourteen,Boamorte8/burguer-learn-react,dependency,NA,11/1/20,explicit-notice,0,17,59,59,0,0,924,4,1,0,1,0,0,0,0,0,1,12,470.5714286,528.5,1,0,0,10/1/21,0
822,videojs-flash,BobLiu11/vue-nosql,dependency,NA,12/1/20,explicit-notice,0,5,64,20,44,65,63504,2,2,0,0,0,0,0,0,0,1,9,392.8253968,194,1,0,0,4/1/21,0
880,extract-text-webpack-plugin,bojoluis21798/wooo-web,dependency,NA,5/1/19,explicit-notice,0,8,71,71,0,205,2080,583,7,0,0,0,1,0,0,0,1,7,258,237.5,1,0,0,7/1/19,0
716,request,Boki23m/Liri-Bot-App,dependency,NA,2/1/20,explicit-notice,0,12,5,5,0,6,-1,0,0,0,0,0,0,0,0,0,0,-1,137.25,117.5,1,0,0,5/1/21,0
931,eslint-config-wordpress,BoldGrid/boldgrid-theme-framework,devDependency,NA,6/1/19,explicit-notice,0,40,99,27,72,93,4960,1297,2,0,0,0,0,1,1,0,1,87,175.626506,0,1,39,13,1/1/23,18
754,svg-inline-loader,borlano/musicDj,dependency,NA,10/1/20,explicit-notice,0,3,51,46,5,51,1400,6,1,0,0,0,0,0,0,0,1,6,123.72,0,1,0,0,6/1/21,0
28,reactify,Brightspace/react-valence-ui-iframe,dependency,4,6/1/16,explicit-notice,1,3,25,1,23,25,76,10,2,0,0,0,0,0,0,0,1,4,111.3478261,57,1,0,0,8/1/21,0
170,through,browserify/browserify,devDependency,NA,10/1/18,explicit-notice,0,58,61,48,13,28,3000,82,3,2,0,0,0,1,0,0,1,40,86.36842105,0,1,56,28,10/1/23,14462
656,request,BuffMcBigHuge/Single-Machine,dependency,NA,2/1/20,explicit-notice,0,42,30,30,0,26,6088,4,3,0,1,0,0,1,0,0,1,13,252.7857143,0,1,0,0,6/1/21,1
379,cordova-plugin-facebook4,bugnoom/playground,dependency,NA,3/1/18,explicit-notice,0,2,48,44,4,74,3088,88,2,0,0,0,0,0,0,0,1,2,34.55319149,0,1,0,0,7/1/18,0
745,rollup-plugin-node-resolve,burntcustard/js13k-2021-space,dependency,NA,12/1/19,explicit-notice,0,4,8,8,0,9,156,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9/1/21,6
229,doctrine,buzinas/tslint-eslint-rules,dependency,NA,12/1/18,explicit-notice,0,37,16,3,11,30,1436,86,6,0,0,0,1,1,0,0,1,17,249.7142857,7,1,39,18,9/1/21,716
611,request,Cactooz/MinecraftServer-DiscordBot,dependency,14,2/1/20,explicit-notice,1,16,3,3,0,0,44,2,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4/1/21,35
476,@ng-bootstrap/schematics,CallMeChero/todo-list,dependency,NA,4/1/20,explicit-notice,0,1,42,23,19,63,1104,14,1,0,0,0,0,0,0,0,1,1,101.4102564,6,1,0,0,5/1/20,0
108,@carbon-io/fibers,carbon-io/carbon-client-node,dependency,NA,12/1/17,activity-based,0,28,8,3,5,43,360,125,2,0,0,0,0,1,0,0,1,34,884,884,1,1,1,2/1/18,0
